CODIGO,DESCRIPCION,ESPECIFICACION,COSTO,SUGERIDO,DESFASE,PUBLICO,PRECIO2,PRECIO3,PRECIO4,CodigoBarras,MARCA,EnVenta,Linea
000001,Acuarela Estuche x8 Colores 24 mm Faber,Copy 31/01/22 Verificar Precio,6.7,8.38,0.63,9,0,0,0,8681241358864,018,Verdadero,001
000002,Acuarela Estuche x12 Colores 24 mm Faber,Copy 05/02/24,9.96,12.45,0.55,13,0,0,0,8681241358871,018,Verdadero,001
000003,Acuarela Estuche x12 Colores + Pincel Arti Creativo,Arti 07/06/23,6.13,7.66,0.34,8,0,0,0,6954156010304,008,Verdadero,001
000004,Acuarela Estuche x12 Colores Kum,-,17.17,21.46,5.54,27,0,0,0,4064900154153,033,Verdadero,001
000005,Sticker Block A5 Personajes,Tatiana 02/10/21,1.67,2.09,0.91,3,0,,,0,044,Verdadero,115
000006,Adornos Escarapela Tela ,Sandra 7/23 (0.17) Ariesthef 03/07/23 (0.21),0.21,0.26,0.24,0.5,0,0,0,0,044,Verdadero,002
000007,Adornos Guirnalda Fiestas Patrias ,Ariesthef 03/07/23,1,1.25,0.25,1.5,0,0,0,0,044,Verdadero,002
000008,Adornos Escarapela Metal ,Ariesthef 03/07/23,0.36,0.45,0.55,1,0,0,0,0,044,Verdadero,002
000009,Adornos Gorro Navideño ,-,1.5,1.88,0.63,2.5,0,0,0,0,044,Verdadero,002
000010,Adornos Banderitas Chicas,Ariesthef 08/07/23,0.83,1.04,0.46,1.5,0,0,0,0,044,Verdadero,002
000011,Adornos Guirnalda Navidad,RyS 06/12/22 (1.41). Ariesthef 21/11/23 (1.0),1,1.25,0.25,1.5,0,0,0,0,044,Verdadero,002
000012,Adornos Ojos Móviles Bolsa ,Tiras = 4 soles tira x12 ojos c/parpado Toc Toc 28/06/23,0.3333,0.42,0.58,1,0,0,0,0,044,Verdadero,002
000013,Adornos Ojos Móviles 14 mm ,"Pqtex2,000 Ariesthef 07/12/23",0.08,0.1,0.1,0.2,2,0,0,0,044,Verdadero,002
000014,Adornos Ojos Móviles 18 mm ,"Pqtex2,000 Ariesthef 07/12/23",0.12,0.15,0.05,0.2,2,0,0,0,044,Verdadero,002
000015,Adornos Ojos Móviles 22 mm ,"Pqtex1,000; Doce = 2 soles",0.07,0.09,0.21,0.3,3,0,0,0,044,Verdadero,002
000016,Adornos Ojos Móviles 24 mm ,"Pqtex1,000 Ariesthef 07/12/23",0.18,0.22,0.08,0.3,3,0,0,0,044,Verdadero,002
000017,Adornos Ojos Móviles 28 mm ,Pqtex500; Doce = 3 soles,0.13,0.16,0.34,0.5,5,0,0,0,044,Verdadero,002
000018,Adornos Ojos Móviles 35 mm ,Pqtex400; Doce = 3 soles,0.15,0.19,0.31,0.5,5,0,0,0,044,Verdadero,002
000019,Lazos Mágicos Organza,72x5 cm Bolsa x10 (400 millar) Kokaz 08/12/2023,0.4,0.5,0.5,1,0.5,8,4,0,044,Verdadero,002
000020,Adornos Lentejuelas en Pote ,-,0.75,0.94,0.56,1.5,0,0,0,0,044,Verdadero,002
000021,Adornos Texturador Cartulina y Papel Kp,-,8.36,10.45,1.55,12,0,0,0,0,032,Verdadero,002
000022,Adornos Lentejuelas en Bolsa ,Plancha x25,0.14,0.18,0.32,0.5,1,0,0,0,044,Verdadero,002
000023,Tarjeta Léxica C-D Parque,-,4.4,5.5,2.5,8,0,,,0,048,Falso,121
000024,Agenda Bolsillo Universal,-,0.6,0.75,0.25,1,0,0,0,0,044,Falso,003
000025,Agenda Diaria Deluxe 2022 - Negro Navarrete,Navarrete 30/10/21,13.52,16.9,3.1,20,18,0,0,0,040,Falso,003
000026,Agenda Diaria 2025,Henriquez 10/10/24,7.5,9.38,0.63,10,8,0,0,0,044,Verdadero,003
000027,Agenda Diaria Cartera 10x18 cm ,Por Mayor S/. 7.00,5,6.25,2.75,9,0,0,0,0,044,Falso,003
000028,Agenda Diaria Premium 2022 - Habano Navarrete,Navarrete 30/10/21,15.88,19.85,0.15,20,18,0,0,0,040,Falso,003
000029,Agenda Diaria Executive 2022 - Negro Navarrete,Navarrete 30/10/21,15.88,19.85,0.15,20,18,0,0,0,040,Falso,003
000030,Agenda Diaria Executive 2022 - Guinda Navarrete,Navarrete 30/10/21,15.88,19.85,0.15,20,18,0,0,0,040,Falso,003
000031,Agenda Diaria Executive 2022 - Habano Navarrete,Navarrete 30/10/21,15.88,19.85,0.15,20,18,0,0,0,040,Falso,003
000032,Agenda Diaria Elegant 2022 - Negro Navarrete,Navarrete 30/10/21,15.88,19.85,0.15,20,18,0,0,0,040,Falso,003
000033,Agenda Diaria Elegant 2022 - Azul Navarrete,Navarrete 30/10/21,15.88,19.85,0.15,20,18,0,0,0,040,Falso,003
000034,Agenda Diaria Elegant 2022 - Habano Navarrete,Navarrete 30/10/21,15.88,19.85,0.15,20,18,0,0,0,040,Falso,003
000035,Agenda Diaria Oceania 2020 Arti Creativo,Por Mayor S/. 15.00,11.35,14.19,2.81,17,0,0,0,0,008,Falso,003
000036,Libreta Planner x160 hjs x 80 gr,Arti 30/08/25,11.35,14.19,1.81,16,0,0,0,0,008,Verdadero,003
000037,Agenda Diaria Venecia 2020 Arti Creativo,Por Mayor S/. 15.00,11.35,14.19,2.81,17,0,0,0,0,008,Falso,003
000038,Agenda Diaria - Chica 2020 ,Henriquez ; Por Mayor S/. 6.00,4,5,2,7,0,0,0,0,044,Falso,003
000039,Agenda Diaria Premium 2022 - Azul Navarrete,Navarrete 30/10/21,15.88,19.85,0.15,20,18,0,0,0,040,Falso,003
000040,Agenda Diaria 2023 Navarrete,Navarrete 29/09/22 (prom 14.35),12.64,15.8,4.2,20,18,0,0,0,040,Falso,003
000041,Agenda Diaria 2026,Arti 30/08/25,15,18.75,1.25,20,10,18,9,0,008,Verdadero,003
000042,Agenda Diaria Imperial 2022 - Negro Navarrete,Navarrete 30/10/21,13.52,16.9,3.1,20,18,0,0,0,040,Falso,003
000043,Agenda Diaria Royal 2022 - Azul Navarrete,Navarrete 30/10/21,14.7,18.37,1.63,20,18,0,0,0,040,Falso,003
000044,Agenda Diaria Premium 2022 - Negro Navarrete,Navarrete 30/10/21,15.88,19.85,0.15,20,18,0,0,0,040,Falso,003
000045,Agenda Diaria Fine 2022 - Negro Navarrete,Navarrete 30/10/21,13.52,16.9,3.1,20,18,0,0,0,040,Falso,003
000046,Agenda Diaria Elite 2022 - Gris Navarrete,Navarrete 30/10/21,14.7,18.37,1.63,20,18,0,0,0,040,Falso,003
000047,Agenda Diaria Classic 2022 - Guinda Navarrete,Navarrete 30/10/21,12.64,15.8,4.2,20,18,0,0,0,040,Falso,003
000048,Agenda Diaria Classic 2022 - Negro Navarrete,Navarrete 30/10/21,12.64,15.8,4.2,20,18,0,0,0,040,Falso,003
000049,Agenda Diaria Royal 2022 - Negro Navarrete,Navarrete 30/10/21,14.7,18.37,1.63,20,18,0,0,0,040,Falso,003
000050,Agenda Diaria Royal 2022 - Rojo Navarrete,Navarrete 30/10/21,14.7,18.37,1.63,20,18,0,0,0,040,Falso,003
000051,Agenda Diaria Juvenil 2022 - Habano Navarrete,Navarrete 30/10/21,14.7,18.37,1.63,20,18,0,0,0,040,Falso,003
000052,Agenda Diaria Juvenil 2022 - Fucsia Navarrete,Navarrete 30/10/21,14.7,18.37,1.63,20,18,0,0,0,040,Falso,003
000053,Agenda Diaria Juvenil 2022 - Celeste Navarrete,Navarrete 30/10/21,14.7,18.37,1.63,20,18,0,0,0,040,Falso,003
000054,Aguja Metal Punta Roma ,Sobre x25,0.2,0.25,0.25,0.5,0,0,0,0,044,Verdadero,004
000055,Aguja Metal Capotera Punta Curva,Sobre x25 = 6 soles. Ariesthef 30/12/23,0.24,0.3,0.2,0.5,0,0,0,0,044,Verdadero,004
000056,Alfiler Metálico x50g Wingo,Copy 19/06/23,4.42,5.52,-0.02,5.5,0,0,0,7705340001108,075,Verdadero,005
000057,Alfiler Sanxiong x50g Caja x12u ,-,0.5833,0.73,0.27,1,0,0,0,0,044,Verdadero,005
000058,Alfiler Metálico x50g Artesco,RyS 04/12/23,1.219,1.52,0.48,2,0,0,0,7750082005563,007,Verdadero,005
000059,Alfiler Metálico  x50g Layconsa,-,0.6818,0.85,0.65,1.5,0,0,0,0,034,Verdadero,005
000060,Alfiler Rueda de Colores x12 Unds ,Cada rueda = S/.0.50 : Verificar,0.29167,0.36,0.64,1,0,0,0,0,044,Verdadero,005
000061,Archivador Plastificado Oficio Ancho Artesco,RyS 02/01/24,5.56,6.95,0.05,7,0,0,0,7750082000506,007,Verdadero,006
000062,Archivador Plastificado Oficio Angosto Artesco,RyS 02/01/24,5.56,6.95,0.05,7,0,0,0,7750082651654,007,Verdadero,006
000063,Archivador Plastificado Oficio Ancho Navarrete,Verificar Precio,5.6,7,1,8,0,0,0,7750212004770,040,Verdadero,006
000064,Archivador Plastificado 1/2 Oficio Artesco,RyS 25/09/23,5.86,7.33,-0.33,7,0,0,0,7750082007437,007,Verdadero,006
000065,Archivador Plástico Oficio Ancho 7cm Azul Bantex,-,21.36,26.7,0.3,27,0,0,0,5702231465010,010,Verdadero,006
000066,Archivador Plastificado Oficio Angosto Ove,Copy 26/09/22,5.27,6.59,0.41,7,0,0,0,3013016856520,045,Verdadero,006
000067,Arcilla Bolsa Ermy x500 gr,Ariesthef 21/11/23,2.17,2.71,0.29,3,0,0,0,0,044,Verdadero,007
000068,Jabonera Plástico ,-,0.333,0.42,0.58,1,0,0,0,0,044,Verdadero,008
000069,Pinza de Metal Merheje ,-,0.375,0.47,0.03,0.5,0,0,0,0,044,Verdadero,008
000070,Jabón Antibacterial Aval ,-,3.83,4.79,1.21,6,0,0,0,0,044,Verdadero,008
000071,Alcohol Gel Orion ,-,5.417,6.77,1.23,8,0,0,0,7754031000395,044,Verdadero,008
000072,Poett Chico ,Paquete  x15,1.917,2.4,0.1,2.5,0,0,0,0,044,Verdadero,008
000073,Pinza de Madera 25x3 mm Colores x12 ,1 millar = 38 soles. AVL King 02/03/22 ,0.456,0.57,0.93,1.5,0,0,0,0,044,Verdadero,008
000074,Franela Escolar 30x30,Chueca 15/02/24,1.5,1.88,0.63,2.5,0,0,0,31415014,044,Verdadero,008
000075,Jabón Antibacterial Viale x400 ml ,-,3.75,4.69,1.31,6,0,0,0,0,044,Verdadero,008
000076,Poett Grande ,Paquete x12,2.67,3.34,0.16,3.5,0,0,0,0,044,Verdadero,008
000077,Toalla Escolar 20x30 cm ,Margarita - Karlita,1.5,1.88,0.63,2.5,0,0,0,31415015,044,Verdadero,008
000078,Jabón Antibacterial Orión 444 ml ,-,3.667,4.58,1.42,6,0,0,0,7754031000371,044,Verdadero,008
000079,Bolsa de Aseo 20x30 ,Margarita - Karlita,1.5,1.88,2.13,4,0,0,0,0,044,Verdadero,008
000080,Gancho de Ropa de Madera x12 ,Grueza = S/ 11.5  Ariesthef 07/07/22,0.9583,1.2,0.3,1.5,0,0,0,0,044,Verdadero,008
000081,Bandeja Acrílica Deluxe x2 Pisos Omega,Omega 18/01/23,17.2,21.5,3.5,25,0,0,0,7752104000167,043,Verdadero,009
000082,Bandeja Acrílica Deluxe x3 Pisos Omega,Omega 18/01/23,24.02,30.02,4.98,35,0,0,0,7752104000266,043,Verdadero,009
000083,Block Escolar 13.8x20.5 cm x48 hjs Cuad Navarrete,1905007. 19/09/25,1.5,1.88,0.13,2,0,0,0,7750212044608,040,Verdadero,010
000084,Block Papel De Color x25 hjs 21x29.5 - Junior Parque,Parque 23/08/23,3.95,4.94,0.06,5,0,0,0,7751388000054,048,Verdadero,010
000085,Block Milimetrado x70 hjs Oficio 75g Parque,Parque 13/04/22,9.5,11.88,0.13,12,0,0,0,0,048,Verdadero,010
000086,Block Papel A4 Perforado Cuad x50 hjs Navarrete,-,3.4,4.25,0.25,4.5,0,0,0,7750212065368,040,Verdadero,010
000087,Block Cartulina Plastificada x20 hjs (47x32cm) Navarrete,-,13.5,16.88,1.13,18,0,0,0,7750212058476,040,Verdadero,010
000088,Block Arco Iris de Papel de Color A4 x40 hjs Navarrete,-,5.4,6.75,0.25,7,0,0,0,7750212033893,040,Verdadero,010
000089,Block Papel Autoadhesivo x20 hjs 24x34.5cm Navarrete,-,13.2,16.5,0.5,17,0,0,0,7750212056168,040,Verdadero,010
000090,Block Cartulina de Color x 20 hjs (24x34cm) X 180 gr Navarrete,11/04/22,6.9,8.63,0.38,9,0,0,0,7750212070362,040,Verdadero,010
000091,Block Papel Lustre x 25 hjs Navarrete,-,10.5,13.13,-0.13,13,0,0,0,7750212050777,040,Verdadero,010
000092,Block Papel Origami x36 hjs Navarrete,-,4.3,5.37,0.63,6,0,0,0,7750212058438,040,Verdadero,010
000093,Block Notas x50 hjs 13.3x20 Navarrete,-,0.84,1.05,0.95,2,0,0,0,0,040,Verdadero,010
000094,Block Notas x50 hjs 10x13.3 Navarrete,-,0.5,0.63,0.88,1.5,0,0,0,100052,040,Verdadero,010
000095,Block Cartulina de Color Supermax A3 x15 hjs Navarrete,-,10.5,13.13,-0.13,13,0,0,0,7750212058452,040,Verdadero,010
000096,Block Fantasia A4 Navarrete,-,7.3,9.13,-0.13,9,0,0,0,7750212058469,040,Verdadero,010
000097,Block Multipapel 24x34 Navarrete,-,6.9,8.63,0.38,9,0,0,0,7750212058414,040,Verdadero,010
000098,Block Milimetrado x70 hjs A4 75g Parque,Parque 23/08/23,8,10,0,10,0,0,0,0,048,Verdadero,010
000099,Block Cartulina De Color x48 hjs - Académico Parque,Parque 08/02/23,23.8,29.75,0.25,30,0,0,0,7751388140965,048,Verdadero,010
000100,Block Papel De Color x50 hjs 21.5x30 - Clásico Parque,Parque 23/08/23,7.9,9.88,0.13,10,0,0,0,7751388140958,048,Verdadero,010
000101,Block Triple Renglón A4 x50 hjs x75 gr Parque,-,5.95,7.44,0.56,8,0,0,0,7751388000948,048,Verdadero,010
000102,Block Cartulina De Color x25 hjs - Le Petit 32x24 Parque,-,12.9,16.13,-0.13,16,0,0,0,7751388000269,048,Verdadero,010
000103,Block Cartulina De Color A3 x25 hjs - Le Petit Parque,Parque 12/03/25,23.5,29.38,0.63,30,0,0,0,7751388000610,048,Verdadero,010
000104,Block Papel De Color x60 hjs 21.5x30 - Académico Parque,Parque 08/02/23,8.9,11.13,0.88,12,0,0,0,7751388140989,048,Verdadero,010
000105,Block Cartulina De Color x20 hjs Primavera Parque,-,8.5,10.63,0.38,11,0,0,0,0,048,Verdadero,010
000106,Block Papel Origami x36 hjs Parque,-,4.9,6.13,0.88,7,0,0,0,7755845000106,048,Verdadero,010
000107,Block Bitácora A6 90 Hojas x90 gr ,AVL King 05/01/23,5.3,6.62,1.38,8,0,0,0,753153634461,044,Verdadero,010
000108,Block Bitácora A5 90 Hojas x90 gr ,AVL King 05/01/23,6.8,8.5,1.5,10,0,0,0,753153634478,044,Verdadero,010
000109,Block Bitácora A4 90 Hojas x90 gr ,AVL King 05/01/23,11.5,14.38,0.63,15,0,0,0,753153634492,044,Verdadero,010
000110,Block Notas x50 hjs 10.5x14 Juvenil - Mandalas Navarrete,-,0.6649,0.83,0.67,1.5,0,0,0,7750212062800,040,Verdadero,010
000111,Block Bitácora A3 90 Hojas x90 gr ,AVL King 16/09/21,14,17.5,4.5,22,0,0,0,0,044,Verdadero,010
000112,Block Cartulina de Colores Sadipal,-,3.85,4.81,0.19,5,0,0,0,0,058,Verdadero,010
000113,Block Papel de Color A4 Prisma x30 hjs Arti Creativo,-,6.31,7.89,0.11,8,0,0,0,7755163134514,008,Verdadero,010
000114,Block Cartulina A3 c/Diseño x20 hjs Parque,Parque 10/05/23,18.5,23.13,0.88,24,0,0,0,7751388001570,048,Verdadero,010
000115,Block Bitácora A3 CANSON ,CANSON Henriquez,13,16.25,3.75,20,0,0,0,0,044,Falso,010
000116,Block Bitácora A4 CANSON ,CANSON Henriquez,9.5,11.88,2.13,14,0,0,0,0,044,Falso,010
000117,Block Papel A4 Perforado Ray x50 hjs Navarrete,-,3.4,4.25,0.25,4.5,0,0,0,7750212044936,040,Verdadero,010
000118,Bloques Lógicos #7 ,En Bolsa.  Ariesthef 17/04/23,3,3.75,0.25,4,0,0,0,0,044,Verdadero,011
000119,Bloques Lógicos Grandes y Gruesos ,Ailyn 29/05/21,6.5,8.13,-0.13,8,0,0,0,0,044,Verdadero,011
000120,Bloques Lógicos #7 En Taper ,Se suma 1 sol x valor del taper. Ariesthef 17/04/23,4,5,0,5,0,0,0,0,044,Verdadero,011
000121,Bolsa Regalo Navidad # 01 EKO  ,Tamaño Normal #02. Orlando 10/12/23,0.67,0.84,1.16,2,20,0,0,0,044,Falso,012
000122,Adornos Surtido Navidad,"""Ensalada"" Luis 12/12/23",2,2.5,1.5,4,3,5,0,0,044,Verdadero,002
000123,Accesorios Para Masa Moldeable Esteca AR-01281 Twins,RyS 21/11/23,3.067,3.83,1.17,5,0,0,0,6905462036151,008,Verdadero,075
000124,Cartón Doble Corrugado 50x70 ,Parque 19/08/25,3.8,4.75,1.25,6,0,0,0,0,044,Verdadero,015
000125,Tarjetas Personales,Corte de Retazos en ACUÑA 30/11/23,1,1.25,1.75,3,0,0,0,0,044,Verdadero,121
000126,Bolsa Regalo Navidad # 02 EKO,Tamaño Normal #03. Orlando 10/12/23,0.67,0.84,1.66,2.5,25,0,0,0,044,Falso,012
000127,Bolsa Regalo Navidad # 03 EKO,Tamaño Normal #04. Orlando 10/12/23,1,1.25,1.75,3,30,0,0,0,044,Falso,012
000128,Bolsa De Regalo Botella,Doc = 24 soles. 34x14.5x9.5 cm - Reyna 11/01/23,2,2.5,0.5,3,25,0,0,0,044,Verdadero,012
000129,Bolsa De Regalo Troquelada #01,24x17.5x8 cm Ariesthef/Kokaz (Hombre- Inverdiro 07/02/22 a 13 soles la doc),1,1.25,0.75,2,20,0,0,0,044,Verdadero,012
000130,Bolsa De Regalo Troquelada #02,"32x26x10 cm Ariesthef/Kokaz (Hombre, Love, Niños)",2.1,2.63,0.38,3,30,0,0,0,044,Verdadero,012
000131,Bolsa De Regalo Troquelada #03,40x30x12 cm Ariesthef Navidad 2020 Verificar #03?,3,3.75,0.25,4,40,0,0,0,044,Verdadero,012
000132,Bolsa Regalo Navidad # 04 EKO,Cartera Chica. Orlando 10/12/23,1.25,1.56,1.44,3,30,0,0,0,044,Falso,012
000133,Bolsa Regalo Navidad # 05 EKO,Tamaño Normal #06. Orlando 10/12/23,1.5,1.88,2.13,4,40,0,0,0,044,Falso,012
000134,Bolsa De Regalo # 09 (XL),Doc = 36 soles. 48x32x16 cm - Orlando 12/08/23,2.5,3.13,1.88,5,40,0,0,0,044,Verdadero,012
000135,Bolsa De Regalo # 10 (J),Doc = 30 soles. 59x35x15 cm - Orlando 15/09/21 Verificar Precio,2.5,3.13,3.88,7,50,0,0,0,044,Verdadero,012
000136,Bolsa Regalo Navidad # 06 EKO,Tamaño Normal #07. Orlando 10/12/23,1.83,2.29,2.21,4.5,45,0,0,0,044,Falso,012
000137,Bolsa Regalo Navidad # 07 EKO,Cartera Grande. Orlando 10/12/23,2,2.5,3.5,6,60,0,0,0,044,Falso,012
000138,Bolsa De Regalo # 01 (P),8x10x3 cm - Orlando. ,0.5,0.63,0.38,1,10,0,0,0,044,Verdadero,012
000139,Bolsa Regalo # 03 EKO ,32x23x8.5 cm Inverdiro 17/11/21,1.125,1.41,2.59,4,40,0,0,0,044,Falso,012
000140,Bolsa De Regalo # 08 L(H) Escarchada Cartera Grande ,Doc = 70 soles. 39x30x13 cm - Orlando 01/02/22 ,5.83,7.29,2.71,10,0,0,0,0,044,Verdadero,012
000141,Adornos Vela Decorativa,Mayorista 10/25,0.75,0.94,0.56,1.5,0,0,0,0,044,Verdadero,012
000142,Bolsa De Regalo # 02 (S) ,Doc = 8 soles. 16.5x12x5.5 cm - Orlando 12/08/23,0.67,0.84,0.66,1.5,15,0,0,0,044,Verdadero,012
000143,Bolsa De Regalo # 03 (SM) ,Doc = 12 soles. 24.5x14.5x6 cm - Orlando 12/08/23,1,1.25,0.75,2,20,0,0,0,044,Verdadero,012
000144,Bolsa De Regalo # 04 (M),Doc = 13 soles. 25x20x10 cm - Mayorista 09/07/25,1.25,1.56,0.94,2.5,25,0,0,0,044,Verdadero,012
000145,Bolsa De Regalo # 06 (MZ),Doc = 22 soles. 33.5x26.5x12 cm - Orlando 12/08/23,1.83,2.29,1.21,3.5,35,0,0,0,044,Verdadero,012
000146,Bolsa De Regalo # 05 (ML) ,Doc = 15 soles. 33x20x10 cm - Mayorista 09/07/25,1.5,1.88,1.13,3,30,0,0,0,044,Verdadero,012
000147,Bolsa De Regalo Cartera Mediana,26x22.5x8.5 cm - Orlando ,1.5,1.88,1.13,3,30,0,0,0,044,Verdadero,012
000148,Bolsa De Regalo # 07 (L),Doc = 24 soles. 40.5x26.5x13 cm - Orlando 12/08/23,2,2.5,1.5,4,40,0,0,0,044,Verdadero,012
000149,Bolsa De Regalo # 08 L(H) Cartera Grande,Doc = 19 soles. 37x30.5x12 cm - Orlando 15/09/21 Verificar Precio,1.58,1.98,2.02,4,40,0,0,0,044,Verdadero,012
000150,Bolsa Regalo Navidad Cartera Grande EKO,Orlando 10/12/23,3,3.75,2.25,6,0,0,0,0,044,Falso,012
000151,Bolsa Papel Kraft Despacho x50 gr #20 ,"21x36x11.5 cm,  Richard 04/02/22 (Remate 140 cto)",29,36.25,3.75,40,20,10,0,0,044,Verdadero,012
000152,Bolsa Papel Kraft Despacho x50 gr #12 ,"17.5x33x10 cm,  Parque 10/01/24 Verificar Precio GALLO (20.54)",13.7,17.12,6.88,24,12,6,0,0,044,Verdadero,012
000153,Bolsa Papel Kraft Despacho x50 gr #06 ,"15x27.5x8 cm,  Richard 13/09/21. Parque 26/07/23",11.48,14.35,1.65,16,8,4,0,0,044,Verdadero,012
000154,Bolsa Papel Kraft Despacho x50 gr #04 ,"12.5x25x7.5 cm,  Richard 13/09/21 (9.4) . Parque 10/01/24",9.144,11.43,2.57,14,7,3.5,0,0,044,Verdadero,012
000155,Bolsa Papel Kraft Despacho x50 gr #02 ,"10x16x5 cm,  Richard 13/09/21 (5.2). Parque 04/10/23",6.219,7.77,2.23,10,5,2.5,0,0,044,Verdadero,012
000156,Bolsa Papel Kraft Despacho x80 gr #26 c/asa ,-,1,1.25,158.75,160,2,0,0,0,044,Verdadero,012
000157,Bolsa Regalo Navidad Cartera Chica EKO,Orlando 10/12/23,1.5,1.88,1.13,3,0,0,0,0,044,Falso,012
000158,Hilo Alambre Plano Dorado x90 mts,RyS 18/12/23,8.13,10.16,1.84,12,0,0,0,7752009098375,044,Verdadero,059
000159,Los Compas #09 El Despertar de la Momia 4YOU2,Ediciones Martinez Roca. Zavaleta 10/11/23,7.5,9.38,2.63,12,10,,,0,076,Verdadero,155
000160,Bolsa De Regalo Cartera Chica,18x16.5x9 cm - Orlando,0.833,1.04,0.96,2,15,0,0,0,044,Verdadero,012
000161,Borrador Blanco Grande Artesco,RyS 04/12/23 ,0.56,0.7,0.3,1,0,0,0,7750082001589,007,Verdadero,013
000162,Borrador Blanco Chico Artesco,RyS 04/12/23 ,0.36,0.45,0.25,0.7,0,0,0,7750082001572,007,Verdadero,013
000163,Borrador Mixto Grande 7070x40 Faber,Copy 14/12/22,0.53,0.66,0.34,1,0,0,0,9556089770408,018,Verdadero,013
000164,Borrador Mixto Chico 7070 Faber,-,0.15,0.19,0.31,0.5,0,0,0,0,018,Falso,013
000165,Borrador Blanco Chico 7096 Faber,Copy 06/03/21,0.325,0.41,0.29,0.7,0,0,0,9555684605634,018,Verdadero,013
000166,Borrador Conqueror x30 Stabilo,-,0.7586,0.95,0.05,1,0,0,0,0,062,Verdadero,013
000167,Borrador Blanco Grande 7095 Faber,Copy 12/12/23,0.65,0.81,0.19,1,0,0,0,9555684605603,018,Verdadero,013
000168,Borrador Blanco Grande Office x20 Unds Stabilo,-,1.264,1.58,0.42,2,0,0,0,9556091511907,062,Verdadero,013
000169,Borrador Tinta 701680 Azul Faber,Copy 22/04/22,0.77,0.96,0.04,1,0,0,0,9556089716406,018,Verdadero,013
000170,Borrador Plantilla Metálica - Catavenas ,-,1.8,2.25,0.25,2.5,0,0,0,0,044,Verdadero,013
000171,Borrador Papa Studmark,Caja x30 = 15 soles Arteza. Luis 01/07/22,0.5,0.63,0.38,1,0,0,0,0,066,Verdadero,013
000172,Borrador Singlex - Perfection 7057 Faber,Arnold (nueva Era),4.83,6.04,0.96,7,0,0,0,4005401857129,018,Verdadero,013
000173,Borrador Plantilla Metálica - Catavenas Hope,-,1.5667,1.96,0.04,2,0,0,0,0,024,Verdadero,013
000174,Borrador Negro Grande 7089 Faber,RyS 10/01/23,0.76,0.95,0.55,1.5,0,0,0,9555684605573,018,Verdadero,013
000175,Borrador Yippy Plas Tricolor x30 Stabilo,-,0.753,0.94,0.56,1.5,0,0,0,9556091107339,062,Verdadero,013
000176,Borrador Exam Grade Negro Grande Stabilo,Arti 28/02/22,2.13,2.66,0.34,3,0,0,0,9556091128341,062,Verdadero,013
000177,Borrador Negro Rock Artesco,RyS 04/12/23 ,0.47,0.59,0.41,1,0,0,0,7750082071605,007,Verdadero,013
000178,Borrador Exam Grade Negro Chico Stabilo,-,1.37,1.71,0.29,2,0,0,0,9556091107315,062,Verdadero,013
000179,Borrador Blanco Grande LA-20 Layconsa,-,0.54,0.68,0.32,1,0,0,0,7750840007723,034,Verdadero,013
000180,Borrador Negro Triangular Chico Sabonis,-,0.2038,0.25,0.75,1,0,0,0,0,044,Verdadero,013
000181,Borrador Negro Triangular Grande 303 ,-,0.30583,0.38,1.12,1.5,0,0,0,0,044,Verdadero,013
000182,Borrador Azul Dust Free Faber,Arnold,1.2,1.5,0,1.5,0,0,0,9556089005241,018,Verdadero,013
000183,Borrador Con Protector 988 Kp,Pote x 18 unidades,0.69,0.86,0.14,1,0,0,0,0,032,Verdadero,013
000184,Calculadora FX - 82 LA Plus Casio,$ = 11.02 Arti 27/09/22,44.08,55.1,4.9,60,0,0,0,4549526608919,013,Verdadero,014
000185,Calculadora FX - 350 LA Plus Casio,$ =  11.36  Arti 19/08/21,45.44,56.8,3.2,60,0,0,0,4549526608971,013,Verdadero,014
000186,Calculadora FX - 570 LA Plus Casio 2da Edición,$ = 17.10  Arti 29/11/22,68.4,85.5,-0.5,85,0,0,0,4549526608988,013,Verdadero,014
000187,Calculadora FX - 991 LA Plus Casio,$ = 20.31 Arti 27/09/22,81.24,101.55,-1.55,100,0,0,0,4549526608995,013,Verdadero,014
000188,Calculadora MW - 5V - BK Casio,$ = 4.64. Arti 19/08/21,18.56,23.2,1.8,25,0,0,0,4971850093060,013,Verdadero,014
000189,Calculadora HL - 815L - BK Casio,$ = 2.96  Arti 19/08/21,11.84,14.8,0.2,15,0,0,0,4971850091387,013,Verdadero,014
000190,Calculadora MX - 120B Casio,$ = 6.20. Arti 27/09/22,24.8,31,-1,30,0,0,0,4971850032229,013,Verdadero,014
000191,Calculadora MX - 12B - BK Casio,$ = 5.65. Arti 27/09/22,22.6,28.25,1.75,30,0,0,0,4971850032199,013,Verdadero,014
000192,Calculadora MS - 8B Casio,$ = 4.75 Verificar Precio Descontinuado,19.475,24.34,5.66,30,0,0,0,0,013,Falso,014
000193,Calculadora HL - 820LV - BK Casio,$ = 3.01. Arti 27/09/22,12.04,15.05,-0.05,15,0,0,0,4971850094340,013,Verdadero,014
000194,Calculadora MW - 8V - BK Casio,$ = 5.33. Arti 27/09/22,21.32,26.65,0.35,27,0,0,0,4971850093084,013,Verdadero,014
000195,Calculadora LC - 160LV Casio,$ = 2.76. Arti 27/09/22,11.04,13.8,1.2,15,0,0,0,4971850094296,013,Verdadero,014
